"Horario","Contagem"
"1726446945","133"
"1725857445","137"
"1726435246","118"
"1726397145","126"
"1727221845","70"
"1727214045","67"
"1726246245","46"
"1726545045","53"
"1726769145","30"
"1725680446","356"
"1725851445","173"
"1727010945","105"
"1726123545","71"
"1725953745","83"
"1726436446","124"
"1726264846","116"
"1726617345","60"
"1726744545","37"
"1725873645","92"
"1726873245","114"
"1726746645","35"
"1726016146","80"
"1726589145","27"
"1727120145","62"
"1725682845","382"
"1727249446","50"
"1726656045","30"
"1726748145","34"
"1726519245","52"
"1726315545","114"
"1725951945","86"
"1725925245","112"
"1726613146","60"
"1727091645","71"
"1725862245","122"
"1726115445","103"
"1726845345","38"
"1725875745","81"
"1726245645","47"
"1726709146","104"
"1726485046","46"
"1726583146","24"
"1726287945","380"
"1725742245","90"
"1726363549","116"
"1726032045","65"
"1725760845","168"
"1726753845","28"
"1726428045","76"
"1726489845","47"
"1725759345","158"
"1726959945","126"
"1726371645","184"
"1725990345","35"
"1727113845","49"
"1727164546","48"
"1727166045","48"
"1726837245","41"
"1725882645","58"
"1727118946","59"
"1726784145","77"
"1725886549","50"
"1726665046","29"
"1726520145","58"
"1726042545","47"
"1726229745","59"
"1727114745","54"
"1727207145","51"
"1726022445","70"
"1726103145","107"
"1726062045","32"
"1726557646","54"
"1727259045","36"
"1726505146","35"
"1726900245","360"
"1726438246","143"
"1726650945","36"
"1726294245","358"
"1727202345","46"
"1725782445","201"
"1727058345","144"
"1727066445","143"
"1727127045","74"
"1726754745","27"
"1726359045","112"
"1726536946","59"
"1726744846","37"
"1726411845","61"
"1726407045","75"
"1726097445","106"
"1727053245","173"
"1726443645","149"
"1725994245","31"
"1727241946","63"
"1726358145","109"
"1726960546","131"
"1727240146","67"
"1725729045","59"
"1727115045","53"
"1727169346","46"
"1726866045","80"
"1726675545","29"
"1725723045","82"
"1726167345","43"
"1726750545","30"
"1726569345","27"
"1727062245","136"
"1725711045","148"
"1726130445","50"
"1726227945","66"
"1725918945","91"
"1726370445","175"
"1726503645","35"
"1726371945","188"
"1725914146","69"
"1726212345","138"
"1725953445","84"
"1726975245","199"
"1726326345","66"
"1725996345","34"
"1726256145","65"
"1726739146","43"
"1725772245","209"
"1726374345","186"
"1725842445","204"
"1725934845","89"
"1726248045","43"
"1726303545","273"
"1725939045","94"
"1726532145","67"
"1727019345","80"
"1727086246","93"
"1725766545","204"
"1726331445","59"
"1726347345","73"
"1727159445","52"
"1725853545","161"
"1726388745","161"
"1725890446","46"
"1726980346","245"
"1726552845","57"
"1726911645","220"
"1726123246","71"
"1726691745","59"
"1726312545","126"
"1727072745","152"
"1727109345","46"
"1726271745","177"
"1727043645","156"
"1726233345","55"
"1726329045","63"
"1725751245","123"
"1726307745","188"
"1725682545","389"
"1726580445","24"
"1725834345","167"
"1726084545","58"
"1726464945","107"
"1726601745","38"
"1726126845","59"
"1726644345","39"
"1725951645","88"
"1727268046","26"
"1725888645","50"
"1725717945","97"
"1726226145","67"
"1726931145","101"
"1726250146","46"
"1725752445","118"
"1726317045","104"
"1727012445","95"
"1726753245","28"
"1726504845","36"
"1726608645","57"
"1727038245","121"
"1727167245","45"
"1726166445","43"
"1726460745","105"
"1726671645","30"
"1726197345","145"
"1726658145","30"
"1727039145","129"
"1726209345","126"
"1726076445","40"
"1726405846","79"
"1726074645","39"
"1725731745","62"
"1726338945","75"
"1726813846","127"
"1726426545","72"
"1726262445","96"
"1726692045","59"
"1726738245","44"
"1726893345","386"
"1725836445","175"
"1726349145","80"
"1726034145","59"
"1725739545","78"
"1725984648","30"
"1725879945","64"
"1726952745","130"
"1726028145","71"
"1726487445","46"
"1727123745","69"
"1725932145","90"
"1726666845","28"
"1726932946","96"
"1726311945","134"
"1726670445","30"
"1725683445","388"
"1726519545","54"
"1727021145","75"
"1725837345","178"
"1726739745","42"
"1726596645","30"
"1726680045","32"
"1726099845","112"
"1726549545","49"
"1727137545","86"
"1726499445","41"
"1726937145","85"
"1725841845","206"
"1727192145","37"
"1725895546","45"
"1727069745","153"
"1726205445","152"
"1726518045","50"
"1727212846","66"
"1726864845","74"
"1726373445","189"
"1725878445","66"
"1727257245","37"
"1726392345","142"
"1726637445","46"
"1726223445","79"
"1726946745","116"
"1726109745","118"
"1725719445","96"
"1726102245","102"
"1725667545","144"
"1725928846","106"
"1727061345","128"
"1725831345","146"
"1727160345","52"
"1726373145","191"
"1726243245","46"
"1725820245","79"
"1727238345","68"
"1726020645","65"
"1725948645","92"
"1725788145","164"
"1726524045","62"
"1726865145","74"
"1726838446","39"
"1726315845","117"
"1726569045","27"
"1726093545","93"
"1726033245","62"
"1726289145","387"
"1726888545","337"
"1726336845","70"
"1725918046","81"
"1726131945","45"
"1727094045","67"
"1726461045","104"
"1726815045","119"
"1725874245","82"
"1726357545","106"
"1726996546","218"
"1727080545","122"
"1725779745","216"
"1726993245","245"
"1726457745","105"
"1726140645","36"
"1725746745","108"
"1726389345","153"
"1726770045","30"
"1726817445","111"
"1726329945","58"
"1727043345","157"
"1726691445","59"
"1725735646","70"
"1725799545","90"
"1727062850","137"
"1725788745","161"
"1725769245","209"
"1726828545","46"
"1726330545","57"
"1727118345","52"
"1726549845","50"
"1726018245","74"
"1727249745","49"
"1725760245","167"
"1726213545","131"
"1727109645","47"
"1726327545","65"
"1726884045","211"
"1726895445","386"
"1725952245","86"
"1726914345","201"
"1726120845","73"
"1726550445","50"
"1726686945","41"
"1727067345","146"
"1726809045","135"
"1727067645","148"
"1726158345","33"
"1727003145","152"
"1726825245","60"
"1726750245","31"
"1726940145","88"
"1726069845","35"
"1726923045","125"
"1725691245","348"
"1726257045","71"
"1727227845","76"
"1726785645","84"
"1726477846","70"
"1726720845","115"
"1726036245","57"
"1726270845","169"
"1725859845","133"
"1725865845","109"
"1726282545","323"
"1726312245","131"
"1726605645","48"
"1726353345","92"
"1727015145","85"
"1726865445","76"
"1726806645","136"
"1725974445","36"
"1726473645","87"
"1726729845","77"
"1726184145","82"
"1726836345","41"
"1725667245","137"
"1726428345","73"
"1726000245","45"
"1727175345","36"
"1726604445","43"
"1726673749","29"
"1726081845","50"
"1726654245","33"
"1725689445","355"
"1726574745","24"
"1726067745","32"
"1727073645","148"
"1726452045","99"
"1727213145","66"
"1726850745","40"
"1726121445","73"
"1726509646","37"
"1727036145","100"
"1725913545","64"
"1725961545","53"
"1726324545","79"
"1725812745","69"
"1726186245","90"
"1727024445","76"
"1727080246","121"
"1726898746","380"
"1726841145","39"
"1727014545","85"
"1726701645","105"
"1727088945","81"
"1726846845","36"
"1726847445","38"
"1726085445","63"
"1726682145","37"
"1726463745","107"
"1726207545","137"
"1726695645","76"
"1725792045","130"
"1726801545","121"
"1727226345","81"
"1725722745","84"
"1726737645","45"
"1726067445","31"
"1726292745","369"
"1726574445","25"
"1726976145","217"
"1727179846","35"
"1727224845","78"
"1725850545","176"
"1726808745","137"
"1726339545","76"
"1727058645","139"
"1726604751","45"
"1726811745","127"
"1727188546","35"
"1726552246","56"
"1725734145","68"
"1726593045","31"
"1726513846","43"
"1726268145","137"
"1727042745","156"
"1725942345","99"
"1726059949","33"
"1726422945","65"
"1725670845","180"
"1726965945","145"
"1726764548","28"
"1726994445","229"
"1727235645","70"
"1726580146","24"
"1725733845","65"
"1726559745","53"
"1725860445","131"
"1727052945","177"
"1726631745","57"
"1726029645","68"
"1725863745","112"
"1726901445","341"
"1726252245","47"
"1725781545","202"
"1725903945","46"
"1727165445","48"
"1727019945","77"
"1727255745","38"
"1727027446","78"
"1726876845","145"
"1725902445","48"
"1726045245","44"
"1726591845","29"
"1727027145","76"
"1726947645","115"
"1727184345","35"
"1726512646","41"
"1727162145","53"
"1726326945","65"
"1726680945","34"
"1726404646","83"
"1726732246","60"
"1727113245","53"
"1725714945","114"
"1727188245","35"
"1726613445","61"
"1727196045","38"
"1726927245","115"
"1726267845","134"
"1726879546","172"
"1726885845","248"
"1726026945","69"
"1726201245","153"
"1727161845","51"
"1726505445","35"
"1726259445","74"
"1726437945","141"
"1725909645","51"
"1725960945","54"
"1725674145","228"
"1727204446","45"
"1727193945","38"
"1725969645","41"
"1727085345","95"
"1726058145","35"
"1725870945","91"
"1727091345","71"
"1727259645","36"
"1726787446","93"
"1726785345","84"
"1726894545","389"
"1726906845","279"
"1727255145","39"
"1725845745","216"
"1726656945","29"
"1726533045","65"
"1727122245","67"
"1726249845","45"
"1726745445","37"
"1726906245","288"
"1727256646","37"
"1726554946","59"
"1725798645","97"
"1727248245","54"
"1726710345","105"
"1726116645","97"
"1726354550","92"
"1726628745","52"
"1725700245","218"
"1727143545","77"
"1726685445","41"
"1726210845","133"
"1726767345","29"
"1726701045","108"
"1726058445","35"
"1726856445","48"
"1726399845","111"
"1726350345","80"
"1727044245","162"
"1726441545","147"
"1727195445","38"
"1727084745","97"
"1727006445","119"
"1726864245","73"
"1727104545","53"
"1725872446","96"
"1726405545","79"
"1725814545","71"
"1726758345","28"
"1726737345","47"
"1725824745","106"
"1727171445","44"
"1727085645","96"
"1726379146","190"
"1727269845","23"
"1726299945","319"
"1725908745","49"
"1726521045","60"
"1727196645","37"
"1726056345","37"
"1726826745","54"
"1725806745","75"
"1726004749","67"
"1727095545","63"
"1726655445","31"
"1726289745","387"
"1727107245","46"
"1726803945","127"
"1726694145","66"
"1726540545","53"
"1726558846","55"
"1725818445","74"
"1725989445","35"
"1726051845","35"
"1726755045","27"
"1726501245","36"
"1726131045","49"
"1725838545","180"
"1725688845","359"
"1726089645","82"
"1726101645","110"
"1726791645","102"
"1726166145","43"
"1726162245","38"
"1725756345","141"
"1726749645","32"
"1726148445","33"
"1726530645","62"
"1726263345","102"
"1727232646","74"
"1725987345","31"
"1725962746","51"
"1726197046","145"
"1726419045","61"
"1727136645","87"
"1725865245","106"
"1725963945","46"
"1726547145","56"
"1727250645","47"
"1726770945","31"
"1727265645","29"
"1726148145","33"
"1725882345","58"
"1726649745","37"
"1726558545","55"
"1726045845","43"
"1726991145","256"
"1727219145","71"
"1726310745","148"
"1726077645","41"
"1726234545","52"
"1726942545","94"
"1725687945","368"
"1726055746","37"
"1726902646","323"
"1726115745","100"
"1726161345","37"
"1726767645","29"
"1726610446","59"
"1726441245","147"
"1726854946","46"
"1725778545","218"
"1726896645","390"
"1727160646","52"
"1726807245","136"
"1726338645","75"
"1727230245","76"
"1726474246","83"
"1726815645","120"
"1727056845","151"
"1725763246","185"
"1726875045","134"
"1726585545","26"
"1727112645","51"
"1726647945","39"
"1726512046","39"
"1726668945","28"
"1727187345","35"
"1727244045","64"
"1726007145","74"
"1725942645","98"
"1726858545","50"
"1726773045","43"
"1726156245","32"
"1726456545","96"
"1726787145","91"
"1726047645","40"
"1727181645","37"
"1725967245","46"
"1725828345","124"
"1726586745","27"
"1726527345","74"
"1726933245","97"
"1726150246","32"
"1726734346","55"
"1725924345","110"
"1725671745","195"
"1725824148","101"
"1726759545","28"
"1727223945","74"
"1726824946","63"
"1725927946","109"
"1726786845","91"
"1725807045","75"
"1727092546","69"
"1725930045","92"
"1726595145","28"
"1727215545","71"
"1725845146","214"
"1726026045","68"
"1725785145","182"
"1726775445","51"
"1726620645","56"
"1725755445","138"
"1726638945","45"
"1726973445","182"
"1727114445","53"
"1726601445","38"
"1726116949","95"
"1727176245","36"
"1726230345","58"
"1726016446","76"
"1727148645","65"
"1726137345","40"
"1726806945","138"
"1725958245","66"
"1726859445","52"
"1726400445","109"
"1727013649","88"
"1725989145","34"
"1725918345","86"
"1727011845","100"
"1726084249","57"
"1726063545","32"
"1726037745","55"
"1725755145","132"
"1726497645","42"
"1725686445","369"
"1726223745","79"
"1727095245","64"
"1725990645","35"
"1725923445","110"
"1727035245","95"
"1727268346","26"
"1725743745","98"
"1726504245","36"
"1726729545","79"
"1725973245","36"
"1727208945","54"
"1727128845","83"
"1726126545","59"
"1726648845","38"
"1727026245","80"
"1727041545","146"
"1725988545","34"
"1727226645","81"
"1726100446","108"
"1726292145","378"
"1725764445","189"
"1727037345","113"
"1726243845","48"
"1726071945","36"
"1727140545","83"
"1725790845","141"
"1726554645","61"
"1726139145","39"
"1726546545","56"
"1726115145","103"
"1726927545","115"
"1726367745","146"
"1726933845","93"
"1726261245","91"
"1725843645","203"
"1726168545","41"
"1727094950","64"
"1726587045","27"
"1726993545","245"
"1726350645","79"
"1726330845","59"
"1726826445","57"
"1726376145","187"
"1726379445","191"
"1727175645","36"
"1726549245","49"
"1725861646","121"
"1727229645","78"
"1726951245","119"
"1726404945","82"
"1726069545","34"
"1725807645","77"
"1726059345","33"
"1727171145","44"
"1726782645","68"
"1725915645","74"
"1727067045","145"
"1726377345","189"
"1726051245","36"
"1727145945","75"
"1726064445","32"
"1727217646","73"
"1726651545","36"
"1727263245","31"
"1726975845","213"
"1726971645","176"
"1726882845","199"
"1727057445","148"
"1725937549","93"
"1726152945","33"
"1725911745","59"
"1726292445","375"
"1726530345","63"
"1726413345","61"
"1725978045","34"
"1726799445","122"
"1726296046","347"
"1726114845","104"
"1725771045","210"
"1725736845","70"
"1726384545","188"
"1726268745","136"
"1727032846","82"
"1726298445","325"
"1725993345","35"
"1726830945","46"
"1726889145","348"
"1726883146","202"
"1726147549","33"
"1726095345","101"
"1726482945","50"
"1726176345","59"
"1726145145","35"
"1726981845","254"
"1725783045","195"
"1727028345","80"
"1726982745","271"
"1725732045","62"
"1727258745","36"
"1727203545","44"
"1726256445","67"
"1726309845","158"
"1726465246","107"
"1727267145","25"
"1727179545","35"
"1726845946","38"
"1726692345","59"
"1726737946","44"
"1725810945","69"
"1725867945","103"
"1727103945","54"
"1727154945","63"
"1726750846","30"
"1727032245","84"
"1726553145","59"
"1727221545","72"
"1726935045","90"
"1726905045","301"
"1726515945","46"
"1726629645","54"
"1725829845","128"
"1726567245","28"
"1726328445","63"
"1726419645","63"
"1727119545","61"
"1725879045","65"
"1727073945","147"
"1726439745","145"
"1725749445","119"
"1726815945","116"
"1726092045","83"
"1726789845","97"
"1726207245","141"
"1725996645","36"
"1725933345","95"
"1727260245","35"
"1726291845","383"
"1725748845","119"
"1726800045","118"
"1726185345","86"
"1726563345","45"
"1726564245","38"
"1726335645","64"
"1725872745","98"
"1727149845","61"
"1725862845","122"
"1726863645","74"
"1726309245","169"
"1726195845","134"
"1726948245","119"
"1725859245","131"
"1725829245","127"
"1725768645","206"
"1727054745","163"
"1726700745","105"
"1727189145","35"
"1726635045","48"
"1725873945","87"
"1726296345","341"
"1726941345","90"
"1726809945","135"
"1726998045","209"
"1725679245","341"
"1727227546","77"
"1726989645","269"
"1725900345","48"
"1726742145","41"
"1727265045","30"
"1725978645","33"
"1725967545","46"
"1726615545","59"
"1727191245","37"
"1726757145","28"
"1725717045","108"
"1726976745","223"
"1726453849","94"
"1727266245","28"
"1726821646","86"
"1725871845","94"
"1725813345","70"
"1726735545","54"
"1726893945","390"
"1725917145","78"
"1726819245","104"
"1726873545","113"
"1726756546","28"
"1727147745","74"
"1726528545","71"
"1726764345","28"
"1726399545","117"
"1726468545","100"
"1726417846","58"
"1725675945","255"
"1725901545","48"
"1726184745","83"
"1726617945","55"
"1726092646","83"
"1726368945","157"
"1725784245","182"
"1726239345","46"
"1727093745","67"
"1727265346","29"
"1726776645","52"
"1726416645","56"
"1726970145","167"
"1726869045","84"
"1726162846","38"
"1726469745","96"
"1726107645","120"
"1726078545","41"
"1727127345","76"
"1726263645","110"
"1725807345","75"
"1726860345","57"
"1726182345","80"
"1726997449","212"
"1726836945","40"
"1726548645","49"
"1727092845","69"
"1726540846","53"
"1726249545","45"
"1727072445","152"
"1725704445","176"
"1726439445","148"
"1726364745","120"
"1725696345","268"
"1726280145","260"
"1726191346","110"
"1725830445","136"
"1726345849","72"
"1725730245","61"
"1726831545","45"
"1726157446","32"
"1727151045","61"
"1725891045","45"
"1725723345","79"
"1726546246","55"
"1725692745","330"
"1726594845","30"
"1726043445","46"
"1726917645","169"
"1726094445","98"
"1726104045","99"
"1725739845","83"
"1726623945","52"
"1725744945","101"
"1727115645","52"
"1726968645","159"
"1726275045","212"
"1726558245","54"
"1726510545","39"
"1726458945","109"
"1725799845","89"
"1725853245","163"
"1727225745","81"
"1725941145","95"
"1726917345","176"
"1726757746","28"
"1726903845","320"
"1725682245","383"
"1726539945","54"
"1726784745","79"
"1726476945","78"
"1726602046","38"
"1726490446","47"
"1726423550","67"
"1726862145","67"
"1725960345","61"
"1726366545","130"
"1726378245","185"
"1726089945","82"
"1726495846","43"
"1725909045","51"
"1725890145","49"
"1726533945","66"
"1726946145","112"
"1727150145","63"
"1726260045","77"
"1726055445","37"
"1725767445","212"
"1726353645","92"
"1726973746","188"
"1727013345","89"
"1726310145","154"
"1726239945","42"
"1726112445","110"
"1726745145","37"
"1725758145","158"
"1726917945","165"
"1726479045","68"
"1727001345","176"
"1726607445","52"
"1725986145","31"
"1726382746","194"
"1726506045","35"
"1725972645","38"
"1725723945","74"
"1726588545","27"
"1725867345","104"
"1725910845","53"
"1726448746","118"
"1726234845","50"
"1726609545","57"
"1726282245","316"
"1726441845","148"
"1726515645","45"
"1727267745","25"
"1726226745","66"
"1726798845","118"
"1727104245","53"
"1727121350","63"
"1726743645","40"
"1726328145","62"
"1725931545","88"
"1725935145","87"
"1725972345","37"
"1727233545","74"
"1726724745","101"
"1725694545","311"
"1726572345","26"
"1726293945","361"
"1726193445","129"
"1726977345","226"
"1725741945","89"
"1726634445","49"
"1726598145","33"
"1726556145","56"
"1727177445","35"
"1726512945","42"
"1726921545","134"
"1725662745","114"
"1725972045","38"
"1727064045","145"
"1726997745","212"
"1726027845","71"
"1726318845","93"
"1725955245","77"
"1726912545","214"
"1725796245","109"
"1726253445","51"
"1726390845","153"
"1726050045","37"
"1726901145","343"
"1725998445","38"
"1726046145","41"
"1726958145","123"
"1726883445","203"
"1726953646","133"
"1726344645","77"
"1727136945","89"
"1726642845","39"
"1726963545","137"
"1726194945","125"
"1727139345","93"
"1726302645","278"
"1727110545","47"
"1726134645","43"
"1725849945","180"
"1727136345","84"
"1726468245","103"
"1725804945","76"
"1727256345","37"
"1726438845","146"
"1726362645","119"
"1726722345","119"
"1725975045","35"
"1727215246","68"
"1726425045","72"
"1725809445","72"
"1726009545","76"
"1726622745","55"
"1726569645","27"
"1726939245","90"
"1726336545","69"
"1726909846","233"
"1725962445","51"
"1726612245","62"
"1726948545","117"
"1727030445","81"
"1726204845","156"
"1726842046","40"
"1726342845","81"
"1726697745","84"
"1726454745","94"
"1726742445","41"
"1726783245","72"
"1727241645","65"
"1726187145","94"
"1726681846","35"
"1725886246","50"
"1726361745","114"
"1726629345","56"
"1726317945","99"
"1726284045","359"
"1727170546","44"
"1726653045","33"
"1725823245","102"
"1725800445","85"
"1725855345","151"
"1725997545","37"
"1726662645","29"
"1726098045","109"
"1725812145","67"
"1726956345","133"
"1726588245","28"
"1725849345","182"
"1726545345","54"
"1725749145","122"
"1725699345","237"
"1726542045","55"
"1726357245","106"
"1727183445","35"
"1726640145","44"
"1725808845","71"
"1726876545","142"
"1726918846","152"
"1726485345","45"
"1726385145","182"
"1725711345","147"
"1726128045","58"
"1725989745","35"
"1727263846","31"
"1726235446","50"
"1727090745","74"
"1725680145","355"
"1727241045","68"
"1726809345","134"
"1726447545","129"
"1726606245","48"
"1726320045","93"
"1726829446","47"
"1726725045","97"
"1726740645","41"
"1726372545","189"
"1727192445","37"
"1726192245","122"
"1726619145","56"
"1726777245","52"
"1726158645","33"
"1726278945","242"
"1725819345","77"
"1726496745","41"
"1726270545","166"
"1727030745","85"
"1725718245","97"
"1727137245","86"
"1726476646","76"
"1725964245","45"
"1726729245","78"
"1726554045","62"
"1726536045","65"
"1726081546","48"
"1726699845","100"
"1726147245","34"
"1726102846","101"
"1726684846","42"
"1726888845","342"
"1727007345","114"
"1726945845","110"
"1726436745","128"
"1726376445","187"
"1727088645","82"
"1725829545","129"
"1727250945","47"
"1725684945","374"
"1726086045","69"
"1726811445","125"
"1726121745","73"
"1725824449","100"
"1725810345","71"
"1727031045","85"
"1725893145","47"
"1725742845","92"
"1726788645","93"
"1727087145","88"
"1726354845","94"
"1725778845","214"
"1726455945","96"
"1725804645","77"
"1726753545","28"
"1726227645","66"
"1726924845","116"
"1726457445","105"
"1726922445","130"
"1725758445","156"
"1726064745","32"
"1726881645","184"
"1726986349","280"
"1726608045","55"
"1726923645","120"
"1726278645","239"
"1726241745","43"
"1726122045","74"
"1726218945","99"
"1726217745","104"
"1726828845","45"
"1726508745","36"
"1726316145","116"
"1726011645","75"
"1725854745","159"
"1726785046","81"
"1726910445","225"
"1727003446","148"
"1726402546","100"
"1725699045","238"
"1726392945","137"
"1725685545","372"
"1726020345","65"
"1726499745","41"
"1726262746","98"
"1727035845","98"
"1727141745","76"
"1726624245","52"
"1726421745","66"
"1725802245","81"
"1727124945","67"
"1726365345","121"
"1727261445","35"
"1726105845","111"
"1726836645","40"
"1726647645","39"
"1726880745","175"
"1725954345","77"
"1726053345","38"
"1725922545","109"
"1726837845","40"
"1726118145","86"
"1726907445","265"
"1726596049","30"
"1726830050","47"
"1725842145","202"
"1726814145","124"
"1727226045","79"
"1726042845","47"
"1727049345","180"
"1725956145","73"
"1726285845","360"
"1726978245","226"
"1725791145","141"
"1726713345","115"
"1726346145","72"
"1727135445","83"
"1725921645","106"
"1725728445","58"
"1726330246","57"
"1726998645","199"
"1726714545","120"
"1727259345","36"
"1726015545","80"
"1726601145","37"
"1726891249","375"
"1725729649","59"
"1726710046","104"
"1726532746","65"
"1726305345","231"
"1727146545","74"
"1726968045","157"
"1726979445","238"
"1725782745","201"
"1726061445","33"
"1726270245","162"
"1726717845","121"
"1726920345","142"
"1726667445","28"
"1725885346","53"
"1725854445","160"
"1727017846","82"
"1725883845","57"
"1727079345","126"
"1726092345","83"
"1727197245","37"
"1726833045","44"
"1727163645","52"
"1726916445","187"
"1726561245","47"
"1727076945","134"
"1726075245","40"
"1727187945","36"
"1726486245","46"
"1726425946","69"
"1726179046","64"
"1725819045","76"
"1727169945","45"
"1725872146","95"
"1726950345","115"
"1726323645","79"
"1726490145","47"
"1725858045","137"
"1726710645","111"
"1726444245","147"
"1726716345","125"
"1726980945","250"
"1726253145","50"
"1726663546","28"
"1726170946","46"
"1726616445","58"
"1726144549","36"
"1727008245","110"
"1725744645","101"
"1726498845","43"
"1725753646","126"
"1725848445","178"
"1725713445","124"
"1727063745","144"
"1726724445","105"
"1727246446","58"
"1726221046","92"
"1726606545","50"
"1726279246","244"
"1725946845","93"
"1725714045","121"
"1726737045","49"
"1726860946","58"
"1726291545","386"
"1726174545","49"
"1726596349","30"
"1726966245","146"
"1726689645","46"
"1726356645","102"
"1727015745","87"
"1727023546","75"
"1727270745","22"
"1726416345","56"
"1726475145","79"
"1726723845","107"
"1727042145","151"
"1726739445","43"
"1726625445","50"
"1726095945","102"
"1726673450","30"
"1727095846","62"
"1726037445","56"
"1727135745","83"
"1727145046","76"
"1727050545","175"
"1725957946","66"
"1726192545","124"
"1726431045","82"
"1726991445","253"
"1726656345","30"
"1725863145","121"
"1726074345","39"
"1725816945","75"
"1727206845","51"
"1727169645","45"
"1725690645","354"
"1726425645","70"
"1726223145","81"
"1726857045","49"
"1726367445","143"
"1726719045","121"
"1726127745","59"
"1727228745","77"
"1725978345","34"
"1726306245","215"
"1726284945","358"
"1726211146","134"
"1726214145","131"
"1726276245","222"
"1726295145","355"
"1725761445","171"
"1726687846","42"
"1725793545","122"
"1726615245","59"
"1726902345","330"
"1726490745","47"
"1726980045","246"
"1726766745","29"
"1726966545","147"
"1726947045","113"
"1725834945","167"
"1727058045","147"
"1725799246","91"
"1726047045","40"
"1727012145","99"
"1726008945","77"
"1726454145","97"
"1727260845","34"
"1726647045","39"
"1726211745","134"
"1727027745","78"
"1726104945","105"
"1726731645","69"
"1725825945","111"
"1725732345","63"
"1727220645","69"
"1726038945","56"
"1727202945","46"
"1726150845","33"
"1725907545","47"
"1725867645","103"
"1727253345","40"
"1726063246","32"
"1725808549","72"
"1726059045","33"
"1727001945","170"
"1726125045","73"
"1727061645","131"
"1725773145","209"
"1726605045","48"
"1725926145","113"
"1726569945","27"
"1725766845","209"
"1725724545","73"
"1726516845","47"
"1726455045","93"
"1727093145","67"
"1725977745","34"
"1727033745","87"
"1726408546","70"
"1725984046","28"
"1726818945","104"
"1727208345","53"
"1727091945","71"
"1727236845","70"
"1725869145","97"
"1727196345","37"
"1726365645","122"
"1725885945","49"
"1726038045","55"
"1726443345","149"
"1726165245","40"
"1726465845","109"
"1726304746","242"
"1727177145","35"
"1727156445","55"
"1726945245","108"
"1726606845","52"
"1726385445","181"
"1726188345","98"
"1726897845","383"
"1726964745","138"
"1725803145","82"
"1726628145","48"
"1726954545","137"
"1726132245","45"
"1726230945","58"
"1725721849","89"
"1726983645","272"
"1727078745","128"
"1726497345","41"
"1726624845","52"
"1727106345","48"
"1726841445","39"
"1725822645","97"
"1727223045","71"
"1726333545","63"
"1726072845","37"
"1726874149","124"
"1726494645","45"
"1726770645","30"
"1726140045","38"
"1726002945","58"
"1726522245","61"
"1725676545","265"
"1727109945","46"
"1726938645","93"
"1725711645","144"
"1726848945","40"
"1726823745","68"
"1726358446","109"
"1726867545","83"
"1727131545","87"
"1726237545","49"
"1726284645","360"
"1726634745","48"
"1726545945","55"
"1726584046","25"
"1725965746","48"
"1726906545","287"
"1725741645","88"
"1726577745","23"
"1727172645","43"
"1726851345","42"
"1727068845","157"
"1726133745","44"
"1725956445","73"
"1726143345","36"
"1726571445","27"
"1726046445","41"
"1726163445","37"
"1726884345","216"
"1727103645","56"
"1727039445","130"
"1727276145","22"
"1726411245","64"
"1726410945","65"
"1727111145","47"
"1726274745","206"
"1726007745","75"
"1726173645","48"
"1726155049","31"
"1726108545","114"
"1726621245","55"
"1726217445","106"
"1725830145","131"
"1727044545","163"
"1726149646","33"
"1725835246","168"
"1726057845","35"
"1727120745","64"
"1725870045","95"
"1726472745","89"
"1726544146","56"
"1727154045","62"
"1726076746","41"
"1727028045","79"
"1725685845","371"
"1726715145","122"
"1726254646","57"
"1726741545","41"
"1726869645","91"
"1725774645","205"
"1726213245","133"
"1727061046","128"
"1726816845","114"
"1726951845","125"
"1727075145","142"
"1726198245","145"
"1726376745","187"
"1726482645","50"
"1726894845","383"
"1726776045","52"
"1725988246","33"
"1727186445","34"
"1726894245","392"
"1726914645","197"
"1726985145","272"
"1727171745","44"
"1726638046","47"
"1726794045","106"
"1726915546","194"
"1726371045","178"
"1725830745","142"
"1726998345","204"
"1726431949","91"
"1725950445","87"
"1726619445","56"
"1725868845","100"
"1726768846","30"
"1725732645","66"
"1727211645","62"
"1726181745","79"
"1727033145","85"
"1725895845","47"
"1727101845","57"
"1725665745","135"
"1727157645","55"
"1725792945","125"
"1727023845","74"
"1726242645","46"
"1726424745","73"
"1726104645","105"
"1725864045","109"
"1726567845","26"
"1726456845","99"
"1726449345","120"
"1726450845","110"
"1727258149","37"
"1726116345","98"
"1726391145","150"
"1727043945","162"
"1726744245","38"
"1727266846","25"
"1726290946","388"
"1726954245","134"
"1727160045","52"
"1726443045","150"
"1725821745","92"
"1726800945","119"
"1726726245","88"
"1726597545","31"
"1726359945","112"
"1725740445","84"
"1726295445","347"
"1725843045","203"
"1725797145","110"
"1726353945","93"
"1725800745","84"
"1726511145","39"
"1727185245","35"
"1725821145","89"
"1726840845","40"
"1726768545","30"
"1726672545","30"
"1726983045","270"
"1726464046","107"
"1726488945","45"
"1725789045","161"
"1726111245","114"
"1726698646","91"
"1725726345","65"
"1726149045","33"
"1726774245","46"
"1727077246","134"
"1726794713","116"
"1725732945","67"
"1727062545","137"
"1726161645","37"
"1726470048","96"
"1725790245","148"
"1726761045","27"
"1725897345","48"
"1726651845","35"
"1726374045","188"
